Испытание; 
67,9;95
67,9;92
67,8;87
67,8;79
67,8;75
67,8;69
67,8;65
67,7;59
67,7;54
67,7;50
67,7;45
67,7;41
67,6;37
67,6;31
67,5;24
67,5;21
67,5;18
67,5;16
67,5;15
67,4;10
67,4;9
67,4;7
67,3;6
67,3;5
67,3;5
67,2;2
67,2;1
67,2;0
Испытание; 
Время;10:27:41
Оператор;программист Скориков И.А.
Серийный номер;124
Наименование;562.000.000.00
Максимальная длина;378
Минимальная длина;263
Скорость;0.110
Мин усилие сжатия;20
Макс усилие сжатия;700
Мин усилие отбоя;50
Макс усилие отбоя;700
Выталкивающая сила; -1
Макс температура;24.0
Усилие;Перемещение
67,0;-7
67,0;-7
67,0;-7
66,9;-8
66,9;-10
66,8;-11
66,8;-12
66,8;-11
66,8;-12
66,7;-13
66,7;-13
66,7;-13
66,6;-14
66,6;-15
66,5;-16
66,5;-16
66,5;-17
66,4;-18
66,4;-18
66,3;-19
66,3;-20
66,3;-20
66,2;-20
66,2;-21
66,1;-23
66,0;-23
66,0;-23
65,9;-24
65,9;-26
65,8;-26
65,8;-26
65,8;-27
65,7;-27
65,7;-28
65,6;-28
65,6;-29
65,6;-29
65,5;-30
65,4;-32
65,4;-32
65,3;-33
65,3;-33
65,2;-34
65,1;-34
65,1;-35
65,0;-36
65,0;-36
64,9;-37
64,9;-37
64,8;-38
64,8;-38
64,8;-39
64,7;-39
64,7;-40
64,7;-40
64,6;-41
64,6;-41
64,5;-42
64,5;-42
64,5;-42
64,4;-43
64,4;-43
64,3;-43
64,3;-43
64,3;-44
64,2;-44
64,2;-44
64,2;-45
64,1;-46
64,1;-46
64,0;-46
64,0;-46
63,9;-47
63,8;-47
63,7;-48
63,7;-48
63,7;-49
63,6;-49
63,5;-49
63,5;-50
63,5;-51
63,4;-51
63,4;-51
63,3;-51
63,3;-51
63,2;-52
63,2;-53
63,1;-53
63,1;-53
63,0;-53
62,9;-55
62,9;-54
62,9;-55
62,8;-55
62,8;-56
62,7;-56
62,7;-56
62,6;-56
62,5;-57
62,5;-58
62,4;-58
62,4;-58
62,3;-59
62,2;-60
62,2;-60
62,1;-61
62,1;-61
62,1;-61
62,0;-61
62,0;-61
61,9;-61
61,9;-62
61,8;-62
61,8;-63
61,7;-63
61,7;-63
61,6;-63
61,6;-63
61,5;-64
61,5;-64
61,4;-64
61,4;-65
61,3;-65
61,3;-66
61,2;-66
61,2;-66
61,1;-67
61,0;-68
60,9;-67
60,8;-68
60,8;-69
60,7;-68
60,7;-69
60,6;-70
60,6;-70
60,5;-70
60,5;-70
60,4;-71
60,3;-71
60,2;-72
60,2;-72
60,1;-73
60,1;-72
60,0;-73
60,0;-73
59,9;-74
59,9;-74
59,8;-74
59,7;-75
59,7;-76
59,6;-76
59,5;-76
59,4;-77
59,3;-78
59,3;-78
59,2;-78
59,2;-79
59,0;-79
59,0;-79
58,9;-80
58,9;-80
58,8;-80
58,7;-81
58,6;-81
58,5;-82
58,4;-82
58,4;-83
58,3;-83
58,2;-84
58,1;-84
58,1;-84
58,0;-84
57,9;-85
57,8;-86
57,7;-87
57,6;-87
57,5;-87
57,5;-87
57,4;-89
57,3;-90
57,3;-90
57,1;-90
57,1;-91
57,0;-91
57,0;-92
57,0;-92
57,0;-93
56,9;-93
56,8;-93
56,7;-94
56,6;-95
56,6;-95
56,5;-96
56,5;-97
56,4;-96
56,3;-96
56,3;-97
56,2;-97
56,1;-99
56,0;-100
55,9;-100
55,8;-101
55,7;-103
55,7;-104
55,6;-103
55,5;-104
55,5;-104
55,4;-105
55,3;-106
55,2;-107
55,2;-106
55,1;-107
54,9;-108
54,9;-108
54,8;-108
54,7;-110
54,7;-110
54,6;-110
54,5;-110
54,5;-111
54,4;-112
54,3;-112
54,2;-112
54,2;-113
54,1;-113
54,1;-113
54,0;-114
53,9;-114
53,9;-114
53,8;-115
53,8;-115
53,7;-115
53,6;-115
53,5;-116
53,4;-116
53,3;-117
53,2;-117
53,1;-117
53,1;-118
53,0;-118
52,9;-119
52,8;-120
52,8;-120
52,7;-121
52,6;-121
52,5;-122
52,4;-121
52,4;-122
52,3;-123
52,2;-122
52,2;-123
52,1;-124
52,0;-124
52,0;-124
51,9;-124
51,9;-125
51,7;-126
51,6;-125
51,5;-126
51,5;-126
51,4;-126
51,4;-126
51,2;-128
51,2;-127
51,1;-128
51,0;-128
51,0;-128
50,9;-129
50,8;-129
50,8;-129
50,7;-130
50,5;-130
50,4;-131
50,3;-130
50,3;-131
50,2;-131
50,1;-130
50,1;-130
50,0;-131
50,0;-132
49,8;-133
49,8;-132
49,6;-132
49,6;-132
49,4;-132
49,4;-133
49,2;-133
49,2;-133
49,1;-133
49,1;-133
49,0;-133
48,9;-133
48,8;-134
48,7;-133
48,7;-134
48,6;-133
48,5;-134
48,4;-134
48,3;-136
48,3;-135
48,2;-134
48,1;-135
48,1;-135
48,0;-135
48,0;-135
47,9;-135
47,8;-136
47,7;-136
47,6;-136
47,6;-136
47,5;-136
47,4;-137
47,4;-137
47,3;-137
47,2;-137
47,1;-137
47,0;-138
47,0;-137
46,9;-138
46,8;-138
46,8;-138
46,7;-138
46,6;-138
46,6;-138
46,5;-139
46,4;-139
46,4;-139
46,3;-139
46,3;-138
46,2;-138
46,1;-139
46,1;-139
46,0;-139
45,9;-139
45,8;-139
45,7;-139
45,7;-139
45,6;-139
45,5;-139
45,5;-139
45,4;-139
45,3;-140
45,3;-140
45,2;-140
45,1;-139
45,0;-139
44,9;-139
44,8;-140
44,7;-139
44,7;-140
44,6;-139
44,5;-139
44,5;-139
44,4;-140
44,3;-139
44,1;-139
44,1;-139
44,0;-139
43,9;-139
43,9;-140
43,8;-140
43,7;-139
43,7;-140
43,6;-139
43,5;-139
43,4;-140
43,3;-140
43,2;-140
43,1;-140
43,0;-140
43,0;-140
42,9;-140
42,8;-140
42,7;-140
42,6;-140
42,6;-140
42,5;-140
42,4;-140
42,4;-140
42,3;-141
42,2;-141
42,1;-141
42,0;-141
41,9;-141
41,8;-140
41,7;-141
41,6;-140
41,6;-139
41,5;-139
41,4;-139
41,4;-139
41,3;-139
41,2;-139
41,2;-139
41,1;-140
41,0;-140
40,9;-139
40,8;-139
40,8;-139
40,6;-139
40,6;-139
40,5;-138
40,4;-138
40,4;-138
40,3;-138
40,3;-137
40,2;-137
40,1;-138
40,0;-138
39,9;-137
39,9;-137
39,7;-136
39,6;-136
39,5;-136
39,4;-135
39,3;-135
39,3;-135
39,2;-135
39,1;-135
39,1;-134
38,9;-135
38,9;-134
38,8;-135
38,7;-134
38,6;-134
38,5;-134
38,4;-133
38,4;-133
38,3;-133
38,2;-132
38,2;-133
38,1;-132
38,0;-132
38,0;-132
37,8;-132
37,8;-131
37,7;-132
37,5;-131
37,5;-131
37,4;-131
37,3;-130
37,2;-129
37,1;-129
37,1;-129
37,0;-128
36,9;-129
36,9;-128
36,8;-129
36,7;-127
36,6;-127
36,6;-127
36,5;-127
36,4;-125
36,4;-126
36,3;-125
36,2;-124
36,1;-124
36,0;-124
35,9;-122
35,8;-123
35,6;-122
35,5;-123
35,4;-121
35,3;-121
35,3;-121
35,2;-121
35,1;-121
35,1;-121
35,0;-121
34,9;-120
34,8;-119
34,8;-119
34,6;-119
34,6;-118
34,5;-118
34,4;-118
34,4;-117
34,3;-117
34,3;-117
34,1;-116
34,1;-115
34,0;-115
34,0;-115
33,8;-114
33,8;-114
33,7;-114
33,7;-114
33,6;-113
33,5;-112
33,4;-112
33,3;-112
33,2;-112
33,1;-110
33,0;-109
32,9;-109
32,9;-108
32,8;-108
32,7;-108
32,7;-108
32,6;-107
32,6;-106
32,5;-106
32,4;-105
32,3;-105
32,2;-104
32,1;-104
32,0;-103
32,0;-102
31,9;-102
31,9;-102
31,8;-101
31,7;-101
31,6;-100
31,6;-99
31,5;-99
31,5;-99
31,3;-98
31,3;-97
31,2;-97
31,2;-96
31,1;-96
31,0;-95
30,9;-96
30,9;-95
30,8;-94
30,8;-93
30,7;-94
30,7;-93
30,6;-93
30,6;-92
30,5;-92
30,4;-92
30,4;-91
30,3;-90
30,2;-89
30,2;-90
30,1;-89
30,0;-88
30,0;-88
29,9;-87
29,9;-87
29,8;-86
29,8;-86
29,7;-85
29,7;-85
29,6;-84
29,5;-84
29,4;-83
29,4;-82
29,3;-82
29,2;-81
29,1;-80
29,1;-80
29,0;-79
28,9;-78
28,9;-78
28,8;-77
28,7;-77
28,6;-76
28,6;-76
28,5;-75
28,5;-75
28,4;-74
28,4;-74
28,3;-73
28,3;-73
28,2;-73
28,1;-71
28,0;-70
27,9;-69
27,9;-69
27,8;-69
27,8;-68
27,7;-67
27,6;-66
27,6;-66
27,5;-65
27,5;-65
27,4;-65
27,4;-64
27,3;-64
27,3;-63
27,2;-63
27,2;-63
27,1;-62
27,1;-62
27,0;-61
27,0;-62
26,9;-60
26,8;-59
26,7;-59
26,6;-58
26,6;-58
26,5;-58
26,4;-56
26,4;-56
26,4;-56
26,3;-55
26,3;-55
26,2;-55
26,1;-53
26,1;-52
26,0;-52
25,9;-51
25,8;-50
25,8;-49
25,7;-49
25,7;-48
25,6;-48
25,6;-47
25,5;-46
25,5;-46
25,4;-45
25,3;-44
25,3;-43
25,3;-43
25,2;-43
25,2;-42
25,1;-41
25,1;-41
25,0;-40
25,0;-39
24,9;-39
24,9;-39
24,799999999999997;-38
24,799999999999997;-37
24,700000000000003;-37
24,700000000000003;-36
24,700000000000003;-35
24,6;-35
24,6;-34
24,5;-34
24,4;-32
24,4;-32
24,299999999999997;-31
24,299999999999997;-31
24,200000000000003;-29
24,200000000000003;-29
24,1;-28
24,0;-27
24,0;-26
24,0;-26
23,9;-26
23,9;-25
23,799999999999997;-24
23,799999999999997;-24
23,799999999999997;-23
23,700000000000003;-23
23,6;-22
23,6;-20
23,5;-20
23,5;-18
23,4;-19
23,4;-19
23,299999999999997;-18
23,299999999999997;-16
23,200000000000003;-15
23,200000000000003;-15
23,1;-13
23,1;-13
23,0;-12
23,0;-11
22,9;-10
22,9;-10
22,9;-9
22,799999999999997;-8
22,799999999999997;-8
22,799999999999997;-7
22,700000000000003;-7
22,700000000000003;-6
22,6;-4
22,6;-4
22,5;-3
22,5;-3
22,5;-2
22,4;-1
22,4;-1
22,4;0
22,299999999999997;0
22,299999999999997;2
22,200000000000003;2
22,200000000000003;2
22,1;4
22,1;5
22,1;6
22,0;6
22,0;8
21,9;8
21,9;9
21,9;10
21,799999999999997;11
21,799999999999997;12
21,700000000000003;12
21,700000000000003;13
21,700000000000003;13
21,6;14
21,6;16
21,6;16
21,5;17
21,5;18
21,5;18
21,4;20
21,4;21
21,4;21
21,299999999999997;22
21,299999999999997;23
21,299999999999997;24
21,299999999999997;24
21,200000000000003;24
21,200000000000003;25
21,200000000000003;26
21,1;27
21,1;29
21,0;30
21,0;30
21,0;31
21,0;32
20,9;33
20,9;34
20,9;35
20,799999999999997;35
20,799999999999997;37
20,799999999999997;38
20,700000000000003;39
20,700000000000003;39
20,700000000000003;40
20,700000000000003;40
20,700000000000003;41
20,6;42
20,6;43
20,6;45
20,5;46
20,5;46
20,5;46
20,5;49
20,4;50
20,4;51
20,4;51
20,4;52
20,299999999999997;53
20,299999999999997;54
20,299999999999997;56
20,200000000000003;57
20,200000000000003;58
20,200000000000003;59
20,200000000000003;61
20,1;63
20,1;64
20,1;65
20,1;66
20,1;66
20,0;67
20,0;68
20,0;69
20,0;70
20,0;73
19,9;74
19,9;76
19,9;78
19,9;78
19,799999999999997;79
19,799999999999997;80
19,799999999999997;82
19,799999999999997;83
19,799999999999997;84
19,799999999999997;85
19,700000000000003;86
19,700000000000003;89
19,700000000000003;90
19,700000000000003;91
19,700000000000003;93
19,700000000000003;94
19,6;96
19,6;97
19,6;98
19,6;99
19,6;101
19,6;102
19,6;104
19,5;105
19,5;106
19,5;108
19,5;110
19,5;112
19,5;113
19,5;115
19,5;116
19,4;117
19,4;120
19,4;121
19,4;122
19,4;123
19,4;125
19,4;126
19,4;127
19,299999999999997;128
19,299999999999997;129
19,299999999999997;131
19,299999999999997;133
19,299999999999997;133
19,299999999999997;134
19,299999999999997;135
19,299999999999997;136
19,299999999999997;137
19,299999999999997;139
19,299999999999997;142
19,299999999999997;143
19,200000000000003;145
19,200000000000003;146
19,200000000000003;147
19,200000000000003;148
19,200000000000003;149
19,200000000000003;150
19,200000000000003;152
19,200000000000003;155
19,200000000000003;156
19,200000000000003;158
19,200000000000003;159
19,200000000000003;161
19,200000000000003;164
19,200000000000003;165
19,200000000000003;167
19,200000000000003;168
19,200000000000003;171
19,200000000000003;172
19,200000000000003;174
19,200000000000003;175
19,200000000000003;177
19,200000000000003;179
19,200000000000003;181
19,200000000000003;183
19,200000000000003;184
19,200000000000003;186
19,200000000000003;187
19,200000000000003;191
19,200000000000003;191
19,200000000000003;193
19,200000000000003;195
19,200000000000003;197
19,200000000000003;198
19,200000000000003;199
19,200000000000003;200
19,200000000000003;201
19,200000000000003;202
19,200000000000003;203
19,299999999999997;204
19,299999999999997;205
19,299999999999997;207
19,299999999999997;208
19,299999999999997;209
19,299999999999997;209
19,299999999999997;211
19,299999999999997;212
19,299999999999997;214
19,299999999999997;214
19,299999999999997;215
19,299999999999997;216
19,299999999999997;217
19,299999999999997;218
19,299999999999997;220
19,299999999999997;222
19,4;222
19,4;223
19,4;226
19,4;227
19,4;229
19,4;229
19,4;229
19,4;230
19,4;232
19,4;232
19,4;232
19,5;233
19,5;233
19,5;234
19,5;235
19,5;236
19,5;238
19,5;238
19,5;239
19,5;240
19,6;240
19,6;241
19,6;241
19,6;240
19,6;241
19,6;240
19,6;240
19,6;243
19,6;246
19,6;248
19,700000000000003;250
19,700000000000003;250
19,700000000000003;252
19,700000000000003;254
19,700000000000003;256
19,700000000000003;258
19,700000000000003;258
19,799999999999997;260
19,799999999999997;261
19,799999999999997;260
19,799999999999997;263
19,799999999999997;267
19,9;268
19,9;270
19,9;272
19,9;277
20,0;279
20,0;280
20,0;281
20,0;283
20,0;285
20,0;288
20,1;290
20,1;291
20,1;293
20,1;296
20,1;298
20,1;300
20,200000000000003;302
20,200000000000003;304
20,200000000000003;307
20,200000000000003;309
20,299999999999997;313
20,299999999999997;315
20,299999999999997;317
20,299999999999997;320
20,4;324
20,4;326
20,4;328
20,4;331
20,4;334
20,5;335
20,5;337
20,5;342
20,6;347
20,6;349
20,6;354
20,700000000000003;356
20,700000000000003;359
20,700000000000003;361
20,700000000000003;363
20,700000000000003;365
20,799999999999997;372
20,799999999999997;374
20,9;380
20,9;383
20,9;388
21,0;393
21,0;396
21,0;398
21,1;401
21,1;403
21,1;406
21,1;408
21,200000000000003;411
21,200000000000003;416
21,299999999999997;421
21,299999999999997;424
21,299999999999997;426
21,4;430
21,4;432
21,4;435
21,5;437
21,5;439
21,5;441
21,5;443
21,6;445
21,6;449
21,6;450
21,700000000000003;452
21,700000000000003;454
21,799999999999997;456
21,799999999999997;458
21,799999999999997;460
21,9;461
21,9;463
21,9;464
22,0;466
22,0;468
22,1;469
22,1;471
22,200000000000003;472
22,200000000000003;473
22,299999999999997;475
22,299999999999997;475
22,299999999999997;477
22,4;477
22,4;479
22,5;479
22,5;480
22,5;480
22,6;481
22,6;481
22,6;482
22,700000000000003;484
22,700000000000003;484
22,799999999999997;485
22,799999999999997;485
22,799999999999997;486
22,9;486
22,9;487
22,9;487
23,0;488
23,0;489
23,1;489
23,200000000000003;490
23,200000000000003;490
23,299999999999997;492
23,299999999999997;492
23,299999999999997;493
23,4;492
23,5;494
23,5;495
23,5;495
23,6;495
23,6;496
23,700000000000003;497
23,700000000000003;497
23,799999999999997;498
23,799999999999997;497
23,799999999999997;498
23,9;499
23,9;499
24,0;500
24,0;500
24,0;500
24,1;501
24,200000000000003;502
24,200000000000003;502
24,200000000000003;502
24,299999999999997;503
24,299999999999997;503
24,4;504
24,4;504
24,4;504
24,5;505
24,6;506
24,700000000000003;506
24,700000000000003;507
24,799999999999997;507
24,799999999999997;508
24,9;508
25,0;508
25,0;509
25,0;509
25,1;510
25,1;510
25,2;510
25,3;511
25,3;512
25,4;512
25,4;512
25,4;512
25,5;513
25,5;513
25,6;513
25,6;514
25,7;514
25,8;514
25,8;515
25,9;516
26,0;516
26,0;516
26,1;517
26,2;518
26,2;518
26,3;519
26,4;518
26,4;519
26,5;520
26,6;520
26,6;521
26,7;521
26,7;521
26,8;522
26,8;522
26,9;522
27,0;523
27,0;523
27,1;523
27,1;523
27,2;524
27,2;524
27,3;524
27,3;525
27,4;525
27,5;526
27,6;526
27,7;527
27,7;527
27,8;527
27,9;527
27,9;528
28,0;528
28,1;529
28,1;529
28,2;530
28,3;531
28,4;530
28,5;531
28,5;532
28,6;532
28,6;532
28,7;532
28,7;532
28,8;533
28,9;533
29,0;534
29,0;534
29,1;534
29,1;534
29,2;535
29,4;535
29,4;536
29,5;536
29,6;537
29,6;536
29,7;537
29,7;537
29,8;537
29,8;537
29,9;538
30,0;538
30,0;539
30,1;538
30,1;538
30,2;538
30,2;539
30,3;539
30,3;540
30,4;540
30,5;541
30,6;541
30,6;541
30,7;542
30,7;542
30,8;541
30,9;542
30,9;542
31,0;543
31,1;543
31,1;543
31,3;544
31,3;544
31,4;544
31,4;544
31,5;544
31,5;545
31,6;545
31,7;545
31,7;545
31,8;546
31,8;546
31,9;546
31,9;546
32,1;547
32,1;547
32,2;547
32,2;547
32,3;547
32,4;547
32,4;547
32,5;548
32,5;548
32,6;548
32,7;548
32,8;549
32,8;549
33,0;549
33,1;550
33,1;550
33,2;550
33,3;550
33,3;550
33,4;551
33,4;551
33,5;551
33,6;551
33,7;551
33,7;551
33,8;552
33,9;552
33,9;552
34,0;553
34,1;552
34,2;552
34,2;553
34,3;553
34,3;554
34,4;554
34,5;553
34,5;554
34,6;555
34,7;554
34,8;555
34,9;555
35,0;556
35,2;556
35,2;557
35,3;557
35,4;557
35,5;557
35,5;557
35,6;557
35,7;557
35,8;557
35,8;558
35,9;557
36,0;558
36,1;558
36,2;558
36,3;559
36,3;558
36,4;558
36,5;559
36,6;559
36,7;558
36,8;559
36,8;559
36,9;559
37,0;559
37,0;558
37,1;560
37,2;559
37,3;559
37,4;560
37,4;560
37,5;560
37,6;560
37,7;560
37,7;560
37,8;561
37,9;561
37,9;561
38,0;561
38,1;561
38,2;563
38,3;563
38,3;563
38,4;562
38,5;563
38,5;563
38,6;563
38,7;563
38,8;564
38,8;564
38,9;563
39,0;564
39,0;563
39,1;563
39,2;563
39,2;564
39,4;564
39,5;564
39,6;565
39,6;564
39,8;564
39,8;564
39,9;565
40,0;565
40,1;564
40,2;565
40,3;565
40,4;565
40,5;565
40,6;565
40,7;564
40,7;565
40,8;565
40,9;565
40,9;565
41,0;565
41,1;565
41,3;566
41,3;565
41,4;565
41,5;565
41,5;565
41,6;565
41,7;565
41,7;565
41,8;565
41,9;565
42,0;565
42,1;565
42,1;565
42,2;565
42,3;564
42,3;564
42,4;565
42,5;565
42,5;565
42,6;565
42,7;565
42,8;566
42,9;565
42,9;566
43,0;566
43,0;566
43,1;566
43,2;566
43,4;566
43,4;566
43,5;566
43,6;566
43,6;566
43,7;566
43,8;566
43,8;566
43,9;566
44,0;566
44,1;566
44,2;566
44,2;566
44,3;566
44,4;566
44,4;566
44,5;566
44,6;566
44,7;565
44,8;565
44,9;565
45,0;565
45,0;564
45,1;564
45,2;565
45,3;564
45,4;564
45,4;564
45,6;564
45,6;564
45,7;564
45,8;564
45,8;564
45,9;564
46,0;564
46,0;563
46,1;563
46,2;564
46,2;563
46,3;562
46,3;562
46,4;563
46,5;563
46,5;563
46,6;563
46,7;562
46,7;563
46,8;562
46,9;562
47,0;562
47,1;562
47,1;562
47,2;561
47,3;562
47,3;561
47,4;561
47,5;561
47,6;562
47,7;561
47,8;562
47,9;562
47,9;561
48,1;562
48,1;562
48,2;562
48,2;561
48,3;561
48,4;561
48,5;561
48,6;560
48,7;560
48,8;560
48,9;560
49,0;559
49,0;558
49,2;558
49,2;559
49,3;558
49,5;557
49,5;556
49,6;556
49,7;556
49,7;557
49,8;555
49,9;555
49,9;555
50,1;555
50,1;555
50,2;554
50,3;555
50,4;554
50,4;553
50,5;553
50,6;553
50,7;553
50,7;552
50,8;553
50,9;552
51,0;552
51,1;551
51,1;551
51,2;551
51,3;551
51,3;551
51,4;551
51,5;550
51,6;551
51,7;550
51,8;550
51,8;550
51,9;550
52,0;549
52,1;549
52,1;549
52,3;549
52,3;548
52,4;548
52,4;548
52,6;547
52,6;547
52,7;547
52,7;547
52,8;546
52,9;546
52,9;546
53,0;545
53,1;546
53,2;545
53,2;545
53,4;544
53,5;543
53,5;543
53,6;543
53,7;542
53,8;541
53,8;541
54,0;540
54,0;540
54,1;541
54,1;539
54,2;539
54,3;539
54,3;539
54,4;538
54,4;538
54,5;537
54,6;537
54,7;538
54,7;537
54,8;537
54,9;536
54,9;536
55,0;536
55,0;535
55,2;536
55,2;535
55,3;535
55,3;535
55,4;534
55,4;534
55,5;534
55,6;534
55,6;534
55,7;533
55,8;533
55,9;533
55,9;532
56,0;531
56,0;531
56,1;531
56,1;531
56,2;530
56,3;529
56,4;530
56,4;530
56,5;529
56,5;528
56,6;528
56,7;528
56,8;527
56,9;526
57,0;526
57,1;525
57,1;525
57,1;524
57,1;524
57,1;524
57,2;524
57,2;523
57,3;522
57,4;522
57,4;521
57,5;521
57,5;522
57,6;520
57,7;520
57,7;519
57,8;520
57,9;519
58,0;518
58,0;518
58,1;518
58,1;517
58,2;517
58,2;516
58,3;516
58,3;515
58,4;515
58,4;515
58,5;514
58,5;515
58,6;514
58,6;513
58,8;513
58,8;512
58,9;512
59,0;512
59,0;511
59,1;511
59,2;511
59,2;510
59,3;510
59,4;509
59,4;509
59,5;508
59,6;508
59,7;507
59,7;506
59,8;506
59,8;506
59,9;506
59,9;505
60,0;505
60,0;504
60,1;504
60,1;504
60,2;503
60,2;503
60,3;502
60,3;502
60,4;501
60,5;501
60,5;500
60,6;500
60,6;499
60,7;499
60,7;499
60,8;498
60,9;497
61,0;497
61,0;496
61,1;495
61,2;495
61,2;495
61,3;495
61,3;494
61,4;494
61,4;494
61,4;493
61,5;492
61,6;492
61,7;491
61,7;491
61,8;491
61,8;490
61,9;490
62,0;489
62,0;489
62,0;489
62,1;489
62,1;488
62,2;488
62,2;487
62,3;486
62,4;486
62,4;486
62,5;485
62,6;484
62,6;484
62,7;484
62,7;483
62,8;483
62,8;483
62,8;483
62,9;482
62,9;481
63,0;481
63,1;480
63,1;480
63,1;480
63,2;480
63,2;479
63,3;479
63,3;479
63,4;478
63,4;478
63,4;478
63,5;477
63,5;477
63,6;476
63,6;476
63,7;475
63,7;474
63,8;474
63,8;474
63,9;473
63,9;473
64,0;472
64,0;472
64,0;472
64,1;471
64,2;470
64,2;469
64,2;469
64,3;469
64,4;468
64,4;468
64,5;467
64,6;467
64,6;466
64,6;466
64,7;465
64,7;464
64,8;464
64,9;463
64,9;462
64,9;462
65,0;462
65,0;461
65,1;460
65,1;460
65,1;460
65,2;459
65,2;458
65,3;458
65,3;457
65,4;458
65,4;456
65,4;456
65,5;456
65,5;456
65,6;455
65,6;454
65,6;454
65,7;453
65,7;453
65,7;452
65,8;452
65,8;451
65,9;451
65,9;450
65,9;450
66,0;450
66,0;449
66,0;449
66,1;448
66,1;447
66,1;447
66,2;446
66,2;446
66,2;445
66,3;445
66,3;444
66,3;443
66,4;443
66,4;443
66,5;442
66,5;442
66,5;441
66,5;441
66,6;440
66,6;440
66,6;439
66,7;439
66,7;438
66,7;437
66,8;437
66,8;436
66,9;436
66,9;434
67,0;434
67,0;434
67,0;433
67,1;433
67,1;432
67,1;431
67,2;430
67,2;430
67,3;429
67,3;429
67,3;428
67,3;427
67,4;427
67,4;427
67,4;425
67,5;425
67,5;423
67,6;423
67,6;422
67,6;421
67,6;421
67,7;420
67,7;419
67,7;419
67,8;418
67,8;417
67,8;416
67,9;416
67,9;415
67,9;414
67,9;413
68,0;413
68,0;412
68,0;412
68,0;411
68,1;411
68,1;410
68,1;409
68,1;409
68,1;408
68,2;408
68,2;407
68,2;407
68,2;406
68,2;404
68,3;403
68,3;402
68,3;402
68,3;401
68,4;401
68,4;400
68,4;400
68,4;399
68,4;398
68,4;398
68,5;397
68,5;396
68,5;396
68,5;395
68,5;394
68,6;393
68,6;392
68,6;391
68,6;391
68,6;390
68,6;389
68,7;388
68,7;386
68,7;385
68,8;384
68,8;383
68,8;382
68,8;381
68,8;380
68,8;379
68,9;378
68,9;377
68,9;376
68,9;376
68,9;375
68,9;374
68,9;373
68,9;372
69,0;371
69,0;370
69,0;369
69,0;367
69,0;366
69,0;365
69,0;364
69,1;361
69,1;361
69,1;360
69,1;359
69,1;358
69,1;357
69,1;355
69,1;354
69,2;353
69,2;352
69,2;350
69,2;348
69,2;347
69,2;345
69,2;344
69,2;342
69,2;341
69,2;341
69,3;338
69,3;336
69,3;336
69,3;334
69,3;333
69,3;332
69,3;329
69,3;328
69,3;327
69,3;326
69,3;324
69,3;323
69,3;320
69,3;319
69,3;317
69,3;316
69,3;315
69,4;313
69,4;311
69,4;308
69,4;306
69,4;305
69,4;302
69,4;299
69,4;298
69,4;296
69,4;295
69,4;292
69,4;291
69,4;289
69,4;288
69,4;287
69,4;286
69,4;284
69,4;283
69,4;280
69,4;279
69,4;278
69,4;276
69,4;275
69,4;272
69,4;271
69,4;270
69,4;269
69,4;268
69,4;266
69,4;266
69,4;264
69,4;263
69,4;262
69,4;261
69,4;259
69,4;258
69,4;257
69,4;256
69,4;256
69,4;255
69,4;255
69,4;254
69,4;253
69,4;252
69,4;250
69,4;249
69,4;245
69,4;244
69,3;242
69,3;240
69,3;238
69,3;237
69,3;236
69,3;234
69,3;232
69,3;231
69,3;229
69,3;229
69,3;228
69,3;225
69,2;225
69,2;224
69,2;222
69,2;221
69,2;220
69,2;219
69,2;219
69,2;218
69,2;218
69,1;216
69,1;215
69,1;215
69,1;215
69,1;210
69,1;213
69,1;210
69,1;209
69,1;209
69,0;207
69,0;206
69,0;204
69,0;203
69,0;202
69,0;201
69,0;200
69,0;199
68,9;197
68,9;195
68,9;194
68,9;192
68,9;191
68,9;190
68,8;188
68,8;186
68,8;185
68,8;183
68,8;181
68,8;180
68,7;178
68,7;177
68,7;175
68,7;173
68,7;171
68,7;170
68,7;168
68,6;166
68,6;165
68,6;163
68,6;160
68,5;158
68,5;154
68,5;151
68,5;148
68,4;146
68,4;144
68,4;142
68,4;138
68,3;134
68,3;132
68,3;129
68,3;125
68,2;121
68,2;119
68,2;117
68,2;114
68,1;111
68,1;109
68,1;107
68,1;105
68,1;102
68,0;98
68,0;96
68,0;94
68,0;92
67,9;90
67,9;87
67,9;85
67,9;82
67,8;79
67,8;68
67,8;57
67,7;52
67,7;44
67,7;40
67,6;36
67,6;32
67,6;29
67,6;26
67,5;22
67,5;19
67,5;14
67,4;12
67,4;9
67,4;7
67,3;5
67,3;1
67,3;0
Испытание; 
Время;10:38:51
Оператор;программист Скориков И.А.
Серийный номер;2345
Наименование;562.000.000.00
Максимальная длина;378
Минимальная длина;263
Скорость;0.105
Мин усилие сжатия;20
Макс усилие сжатия;700
Мин усилие отбоя;50
Макс усилие отбоя;700
Выталкивающая сила; -1
Макс температура;24.0
Усилие;Перемещение
67,6;-2
67,7;-3
67,7;-4
67,7;-5
67,8;-5
67,8;-6
67,8;-6
67,9;-7
67,9;-9
67,9;-9
67,9;-10
68,0;-11
68,0;-11
68,0;-12
68,1;-13
68,1;-14
68,1;-14
68,1;-15
68,2;-15
68,2;-17
68,2;-17
68,2;-18
68,3;-19
68,3;-20
68,3;-20
68,4;-21
68,4;-22
68,4;-23
68,4;-25
68,5;-25
68,5;-25
68,5;-27
68,5;-27
